Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed
Adelaide-Brisbane,Adelaide,Brisbane,Qantas,2021-05-01,98.0,98,0.0,93.0,91.0,5.0,7.0
Adelaide-Canberra,Adelaide,Canberra,Qantas,2021-05-01,39.0,39,0.0,27.0,25.0,12.0,14.0
Adelaide-Melbourne,Adelaide,Melbourne,Qantas,2021-05-01,220.0,200,20.0,184.0,186.0,16.0,14.0
Adelaide-Perth,Adelaide,Perth,Qantas,2021-05-01,88.0,88,0.0,77.0,76.0,11.0,12.0
Adelaide-Sydney,Adelaide,Sydney,Qantas,2021-05-01,191.0,188,3.0,175.0,163.0,13.0,25.0
Alice Springs-Adelaide,Alice Springs,Adelaide,Qantas,2021-05-01,24.0,24,0.0,11.0,11.0,13.0,13.0
Brisbane-Adelaide,Brisbane,Adelaide,Qantas,2021-05-01,98.0,98,0.0,87.0,85.0,11.0,13.0
Brisbane-Cairns,Brisbane,Cairns,Qantas,2021-05-01,130.0,130,0.0,117.0,112.0,13.0,18.0
Brisbane-Canberra,Brisbane,Canberra,Qantas,2021-05-01,48.0,48,0.0,46.0,46.0,2.0,2.0
Brisbane-Darwin,Brisbane,Darwin,Qantas,2021-05-01,41.0,40,1.0,37.0,30.0,3.0,10.0
Brisbane-Hamilton Island,Brisbane,Hamilton Island,Qantas,2021-05-01,31.0,31,0.0,28.0,25.0,3.0,6.0
Brisbane-Mackay,Brisbane,Mackay,Qantas,2021-05-01,90.0,90,0.0,80.0,74.0,10.0,16.0
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2021-05-01,296.0,269,27.0,223.0,240.0,46.0,29.0
Brisbane-Mount Isa,Brisbane,Mount Isa,Qantas,2021-05-01,41.0,41,0.0,41.0,41.0,0.0,0.0
Brisbane-Perth,Brisbane,Perth,Qantas,2021-05-01,86.0,85,1.0,75.0,70.0,10.0,15.0
Brisbane-Sydney,Brisbane,Sydney,Qantas,2021-05-01,452.0,435,17.0,402.0,407.0,33.0,28.0
Brisbane-Townsville,Brisbane,Townsville,Qantas,2021-05-01,109.0,109,0.0,102.0,94.0,7.0,15.0
Cairns-Brisbane,Cairns,Brisbane,Qantas,2021-05-01,131.0,131,0.0,124.0,113.0,7.0,18.0
Cairns-Melbourne,Cairns,Melbourne,Qantas,2021-05-01,31.0,31,0.0,27.0,23.0,4.0,8.0
Cairns-Sydney,Cairns,Sydney,Qantas,2021-05-01,50.0,50,0.0,42.0,37.0,8.0,13.0
Canberra-Adelaide,Canberra,Adelaide,Qantas,2021-05-01,40.0,40,0.0,25.0,30.0,15.0,10.0
Canberra-Brisbane,Canberra,Brisbane,Qantas,2021-05-01,48.0,48,0.0,46.0,45.0,2.0,3.0
Canberra-Melbourne,Canberra,Melbourne,Qantas,2021-05-01,35.0,35,0.0,33.0,32.0,2.0,3.0
Canberra-Sydney,Canberra,Sydney,Qantas,2021-05-01,17.0,17,0.0,17.0,17.0,0.0,0.0
Darwin-Brisbane,Darwin,Brisbane,Qantas,2021-05-01,39.0,38,1.0,18.0,22.0,20.0,16.0
Darwin-Perth,Darwin,Perth,Qantas,2021-05-01,31.0,31,0.0,24.0,21.0,7.0,10.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Qantas,2021-05-01,58.0,58,0.0,52.0,53.0,6.0,5.0
Gold Coast-Sydney,Gold Coast,Sydney,Qantas,2021-05-01,88.0,86,2.0,74.0,74.0,12.0,12.0
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Qantas,2021-05-01,31.0,31,0.0,22.0,21.0,9.0,10.0
Hamilton Island-Sydney,Hamilton Island,Sydney,Qantas,2021-05-01,34.0,34,0.0,26.0,27.0,8.0,7.0
Hobart-Sydney,Hobart,Sydney,Qantas,2021-05-01,28.0,28,0.0,24.0,24.0,4.0,4.0
Kalgoorlie-Perth,Kalgoorlie,Perth,Qantas,2021-05-01,9.0,8,1.0,7.0,7.0,1.0,1.0
Karratha-Perth,Karratha,Perth,Qantas,2021-05-01,25.0,24,1.0,23.0,22.0,1.0,2.0
Mackay-Brisbane,Mackay,Brisbane,Qantas,2021-05-01,89.0,89,0.0,68.0,65.0,21.0,24.0
Melbourne-Adelaide,Melbourne,Adelaide,Qantas,2021-05-01,221.0,200,21.0,187.0,186.0,13.0,14.0
Melbourne-Brisbane,Melbourne,Brisbane,Qantas,2021-05-01,296.0,274,22.0,240.0,238.0,34.0,36.0
Melbourne-Cairns,Melbourne,Cairns,Qantas,2021-05-01,31.0,31,0.0,23.0,24.0,8.0,7.0
Melbourne-Canberra,Melbourne,Canberra,Qantas,2021-05-01,35.0,35,0.0,32.0,33.0,3.0,2.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Qantas,2021-05-01,58.0,57,1.0,47.0,47.0,10.0,10.0
Melbourne-Perth,Melbourne,Perth,Qantas,2021-05-01,140.0,133,7.0,108.0,95.0,25.0,38.0
Melbourne-Sydney,Melbourne,Sydney,Qantas,2021-05-01,805.0,679,126.0,628.0,619.0,51.0,60.0
Mount Isa-Brisbane,Mount Isa,Brisbane,Qantas,2021-05-01,41.0,41,0.0,37.0,39.0,4.0,2.0
Newman-Perth,Newman,Perth,Qantas,2021-05-01,33.0,33,0.0,27.0,29.0,6.0,4.0
Perth-Adelaide,Perth,Adelaide,Qantas,2021-05-01,89.0,89,0.0,79.0,75.0,10.0,14.0
Perth-Brisbane,Perth,Brisbane,Qantas,2021-05-01,86.0,85,1.0,70.0,34.0,15.0,51.0
Perth-Darwin,Perth,Darwin,Qantas,2021-05-01,31.0,31,0.0,28.0,26.0,3.0,5.0
Perth-Kalgoorlie,Perth,Kalgoorlie,Qantas,2021-05-01,9.0,8,1.0,7.0,8.0,1.0,0.0
Perth-Karratha,Perth,Karratha,Qantas,2021-05-01,25.0,24,1.0,23.0,22.0,1.0,2.0
Perth-Melbourne,Perth,Melbourne,Qantas,2021-05-01,140.0,133,7.0,110.0,93.0,23.0,40.0
Perth-Newman,Perth,Newman,Qantas,2021-05-01,33.0,33,0.0,30.0,32.0,3.0,1.0
Perth-Port Hedland,Perth,Port Hedland,Qantas,2021-05-01,48.0,45,3.0,44.0,40.0,1.0,5.0
Perth-Sydney,Perth,Sydney,Qantas,2021-05-01,172.0,170,2.0,150.0,134.0,20.0,36.0
Port Hedland-Perth,Port Hedland,Perth,Qantas,2021-05-01,48.0,45,3.0,37.0,37.0,8.0,8.0
Sydney-Adelaide,Sydney,Adelaide,Qantas,2021-05-01,190.0,190,0.0,167.0,168.0,23.0,22.0
Sydney-Brisbane,Sydney,Brisbane,Qantas,2021-05-01,454.0,436,18.0,377.0,378.0,59.0,58.0
Sydney-Cairns,Sydney,Cairns,Qantas,2021-05-01,50.0,50,0.0,33.0,36.0,17.0,14.0
Sydney-Canberra,Sydney,Canberra,Qantas,2021-05-01,17.0,17,0.0,17.0,17.0,0.0,0.0
Sydney-Gold Coast,Sydney,Gold Coast,Qantas,2021-05-01,88.0,87,1.0,76.0,81.0,11.0,6.0
Sydney-Hamilton Island,Sydney,Hamilton Island,Qantas,2021-05-01,34.0,34,0.0,30.0,30.0,4.0,4.0
Sydney-Hobart,Sydney,Hobart,Qantas,2021-05-01,28.0,28,0.0,26.0,26.0,2.0,2.0
Sydney-Melbourne,Sydney,Melbourne,Qantas,2021-05-01,806.0,680,126.0,608.0,627.0,72.0,53.0
Sydney-Perth,Sydney,Perth,Qantas,2021-05-01,175.0,173,2.0,140.0,129.0,33.0,44.0
Townsville-Brisbane,Townsville,Brisbane,Qantas,2021-05-01,109.0,109,0.0,96.0,87.0,13.0,22.0
Adelaide-Alice Springs,Adelaide,Alice Springs,QantasLink,2021-05-01,12.0,12,0.0,9.0,7.0,3.0,5.0
Adelaide-Port Lincoln,Adelaide,Port Lincoln,QantasLink,2021-05-01,121.0,118,3.0,106.0,110.0,12.0,8.0
Albury-Sydney,Albury,Sydney,QantasLink,2021-05-01,109.0,108,1.0,92.0,94.0,16.0,14.0
Alice Springs-Adelaide,Alice Springs,Adelaide,QantasLink,2021-05-01,12.0,11,1.0,1.0,2.0,10.0,9.0
Armidale-Sydney,Armidale,Sydney,QantasLink,2021-05-01,82.0,80,2.0,57.0,61.0,23.0,19.0
Ballina-Sydney,Ballina,Sydney,QantasLink,2021-05-01,93.0,93,0.0,84.0,79.0,9.0,14.0
Brisbane-Cairns,Brisbane,Cairns,QantasLink,2021-05-01,12.0,12,0.0,10.0,7.0,2.0,5.0
Brisbane-Canberra,Brisbane,Canberra,QantasLink,2021-05-01,133.0,131,2.0,104.0,104.0,27.0,27.0
Brisbane-Emerald,Brisbane,Emerald,QantasLink,2021-05-01,124.0,124,0.0,109.0,112.0,15.0,12.0
Brisbane-Gladstone,Brisbane,Gladstone,QantasLink,2021-05-01,124.0,124,0.0,113.0,111.0,11.0,13.0
Brisbane-Hobart,Brisbane,Hobart,QantasLink,2021-05-01,22.0,22,0.0,15.0,15.0,7.0,7.0
Brisbane-Mackay,Brisbane,Mackay,QantasLink,2021-05-01,19.0,19,0.0,17.0,18.0,2.0,1.0
Brisbane-Mount Isa,Brisbane,Mount Isa,QantasLink,2021-05-01,12.0,11,1.0,9.0,9.0,2.0,2.0
Brisbane-Newcastle,Brisbane,Newcastle,QantasLink,2021-05-01,96.0,96,0.0,81.0,79.0,15.0,17.0
Brisbane-Rockhampton,Brisbane,Rockhampton,QantasLink,2021-05-01,156.0,154,2.0,133.0,129.0,21.0,25.0
Brisbane-Townsville,Brisbane,Townsville,QantasLink,2021-05-01,5.0,5,0.0,5.0,3.0,0.0,2.0
Broome-Perth,Broome,Perth,QantasLink,2021-05-01,95.0,94,1.0,60.0,68.0,34.0,26.0
Cairns-Brisbane,Cairns,Brisbane,QantasLink,2021-05-01,12.0,12,0.0,7.0,5.0,5.0,7.0
Cairns-Townsville,Cairns,Townsville,QantasLink,2021-05-01,109.0,109,0.0,100.0,100.0,9.0,9.0
Canberra-Brisbane,Canberra,Brisbane,QantasLink,2021-05-01,132.0,129,3.0,102.0,96.0,27.0,33.0
Canberra-Melbourne,Canberra,Melbourne,QantasLink,2021-05-01,205.0,185,20.0,135.0,129.0,50.0,56.0
Canberra-Sydney,Canberra,Sydney,QantasLink,2021-05-01,285.0,252,33.0,210.0,207.0,42.0,45.0
Coffs Harbour-Sydney,Coffs Harbour,Sydney,QantasLink,2021-05-01,119.0,115,4.0,97.0,96.0,18.0,19.0
Dubbo-Sydney,Dubbo,Sydney,QantasLink,2021-05-01,97.0,97,0.0,90.0,86.0,7.0,11.0
Emerald-Brisbane,Emerald,Brisbane,QantasLink,2021-05-01,124.0,124,0.0,113.0,112.0,11.0,12.0
Gladstone-Brisbane,Gladstone,Brisbane,QantasLink,2021-05-01,124.0,124,0.0,101.0,108.0,23.0,16.0
Gold Coast-Melbourne,Gold Coast,Melbourne,QantasLink,2021-05-01,4.0,4,0.0,2.0,2.0,2.0,2.0
Hobart-Brisbane,Hobart,Brisbane,QantasLink,2021-05-01,22.0,22,0.0,12.0,10.0,10.0,12.0
Hobart-Melbourne,Hobart,Melbourne,QantasLink,2021-05-01,118.0,109,9.0,80.0,79.0,29.0,30.0
Hobart-Sydney,Hobart,Sydney,QantasLink,2021-05-01,42.0,42,0.0,32.0,30.0,10.0,12.0
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,2021-05-01,64.0,63,1.0,47.0,53.0,16.0,10.0
Karratha-Perth,Karratha,Perth,QantasLink,2021-05-01,113.0,110,3.0,76.0,80.0,34.0,30.0
Launceston-Melbourne,Launceston,Melbourne,QantasLink,2021-05-01,88.0,81,7.0,67.0,62.0,14.0,19.0
Launceston-Sydney,Launceston,Sydney,QantasLink,2021-05-01,19.0,19,0.0,17.0,13.0,2.0,6.0
Mackay-Brisbane,Mackay,Brisbane,QantasLink,2021-05-01,24.0,24,0.0,24.0,24.0,0.0,0.0
Melbourne-Canberra,Melbourne,Canberra,QantasLink,2021-05-01,206.0,191,15.0,133.0,128.0,58.0,63.0
Melbourne-Gold Coast,Melbourne,Gold Coast,QantasLink,2021-05-01,4.0,4,0.0,2.0,2.0,2.0,2.0
Melbourne-Hobart,Melbourne,Hobart,QantasLink,2021-05-01,118.0,108,10.0,80.0,66.0,28.0,42.0
Melbourne-Launceston,Melbourne,Launceston,QantasLink,2021-05-01,89.0,82,7.0,60.0,52.0,22.0,30.0
Melbourne-Mildura,Melbourne,Mildura,QantasLink,2021-05-01,119.0,107,12.0,59.0,60.0,48.0,47.0
Melbourne-Newcastle,Melbourne,Newcastle,QantasLink,2021-05-01,51.0,47,4.0,40.0,31.0,7.0,16.0
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,QantasLink,2021-05-01,45.0,42,3.0,34.0,32.0,8.0,10.0
Mildura-Melbourne,Mildura,Melbourne,QantasLink,2021-05-01,119.0,107,12.0,55.0,55.0,52.0,52.0
Mount Isa-Brisbane,Mount Isa,Brisbane,QantasLink,2021-05-01,12.0,11,1.0,9.0,9.0,2.0,2.0
Newcastle-Brisbane,Newcastle,Brisbane,QantasLink,2021-05-01,96.0,96,0.0,81.0,82.0,15.0,14.0
Newcastle-Melbourne,Newcastle,Melbourne,QantasLink,2021-05-01,52.0,49,3.0,38.0,41.0,11.0,8.0
Newman-Perth,Newman,Perth,QantasLink,2021-05-01,72.0,69,3.0,58.0,59.0,11.0,10.0
Perth-Broome,Perth,Broome,QantasLink,2021-05-01,95.0,95,0.0,71.0,84.0,24.0,11.0
Perth-Kalgoorlie,Perth,Kalgoorlie,QantasLink,2021-05-01,64.0,64,0.0,50.0,50.0,14.0,14.0
Perth-Karratha,Perth,Karratha,QantasLink,2021-05-01,109.0,107,2.0,86.0,77.0,21.0,30.0
Perth-Newman,Perth,Newman,QantasLink,2021-05-01,72.0,69,3.0,63.0,63.0,6.0,6.0
Perth-Port Hedland,Perth,Port Hedland,QantasLink,2021-05-01,72.0,70,2.0,58.0,48.0,12.0,22.0
Port Hedland-Perth,Port Hedland,Perth,QantasLink,2021-05-01,72.0,70,2.0,52.0,49.0,18.0,21.0
Port Lincoln-Adelaide,Port Lincoln,Adelaide,QantasLink,2021-05-01,120.0,117,3.0,106.0,103.0,11.0,14.0
Port Macquarie-Sydney,Port Macquarie,Sydney,QantasLink,2021-05-01,109.0,108,1.0,102.0,101.0,6.0,7.0
Rockhampton-Brisbane,Rockhampton,Brisbane,QantasLink,2021-05-01,156.0,154,2.0,119.0,115.0,35.0,39.0
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,QantasLink,2021-05-01,45.0,42,3.0,31.0,30.0,11.0,12.0
Sunshine Coast-Sydney,Sunshine Coast,Sydney,QantasLink,2021-05-01,57.0,57,0.0,39.0,40.0,18.0,17.0
Sydney-Albury,Sydney,Albury,QantasLink,2021-05-01,109.0,108,1.0,100.0,100.0,8.0,8.0
Sydney-Armidale,Sydney,Armidale,QantasLink,2021-05-01,82.0,80,2.0,56.0,60.0,24.0,20.0
Sydney-Ballina,Sydney,Ballina,QantasLink,2021-05-01,93.0,93,0.0,85.0,79.0,8.0,14.0
Sydney-Canberra,Sydney,Canberra,QantasLink,2021-05-01,286.0,258,28.0,198.0,200.0,60.0,58.0
Sydney-Coffs Harbour,Sydney,Coffs Harbour,QantasLink,2021-05-01,119.0,115,4.0,89.0,95.0,26.0,20.0
Sydney-Dubbo,Sydney,Dubbo,QantasLink,2021-05-01,97.0,97,0.0,87.0,94.0,10.0,3.0
Sydney-Hobart,Sydney,Hobart,QantasLink,2021-05-01,42.0,42,0.0,33.0,32.0,9.0,10.0
Sydney-Launceston,Sydney,Launceston,QantasLink,2021-05-01,19.0,19,0.0,15.0,17.0,4.0,2.0
Sydney-Port Macquarie,Sydney,Port Macquarie,QantasLink,2021-05-01,109.0,108,1.0,97.0,98.0,11.0,10.0
Sydney-Sunshine Coast,Sydney,Sunshine Coast,QantasLink,2021-05-01,57.0,57,0.0,40.0,35.0,17.0,22.0
Sydney-Wagga Wagga,Sydney,Wagga Wagga,QantasLink,2021-05-01,110.0,110,0.0,94.0,102.0,16.0,8.0
Townsville-Brisbane,Townsville,Brisbane,QantasLink,2021-05-01,5.0,5,0.0,5.0,3.0,0.0,2.0
Townsville-Cairns,Townsville,Cairns,QantasLink,2021-05-01,109.0,109,0.0,98.0,98.0,11.0,11.0
Wagga Wagga-Sydney,Wagga Wagga,Sydney,QantasLink,2021-05-01,110.0,109,1.0,101.0,99.0,8.0,10.0
Adelaide-Melbourne,Adelaide,Melbourne,Regional Express,2021-05-01,70.0,66,4.0,56.0,55.0,10.0,11.0
Adelaide-Port Lincoln,Adelaide,Port Lincoln,Regional Express,2021-05-01,162.0,162,0.0,148.0,145.0,14.0,17.0
Albury-Sydney,Albury,Sydney,Regional Express,2021-05-01,53.0,53,0.0,47.0,46.0,6.0,7.0
Armidale-Sydney,Armidale,Sydney,Regional Express,2021-05-01,52.0,52,0.0,36.0,35.0,16.0,17.0
Ballina-Sydney,Ballina,Sydney,Regional Express,2021-05-01,9.0,9,0.0,8.0,8.0,1.0,1.0
Cairns-Townsville,Cairns,Townsville,Regional Express,2021-05-01,13.0,13,0.0,12.0,12.0,1.0,1.0
Canberra-Sydney,Canberra,Sydney,Regional Express,2021-05-01,195.0,189,6.0,149.0,139.0,40.0,50.0
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Regional Express,2021-05-01,83.0,83,0.0,75.0,68.0,8.0,15.0
Dubbo-Sydney,Dubbo,Sydney,Regional Express,2021-05-01,81.0,80,1.0,70.0,66.0,10.0,14.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Regional Express,2021-05-01,61.0,58,3.0,42.0,35.0,16.0,23.0
Gold Coast-Sydney,Gold Coast,Sydney,Regional Express,2021-05-01,63.0,63,0.0,57.0,56.0,6.0,7.0
Melbourne-Adelaide,Melbourne,Adelaide,Regional Express,2021-05-01,69.0,64,5.0,52.0,52.0,12.0,12.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Regional Express,2021-05-01,62.0,59,3.0,41.0,44.0,18.0,15.0
Melbourne-Mildura,Melbourne,Mildura,Regional Express,2021-05-01,82.0,82,0.0,68.0,65.0,14.0,17.0
Melbourne-Sydney,Melbourne,Sydney,Regional Express,2021-05-01,162.0,148,14.0,126.0,128.0,22.0,20.0
Mildura-Melbourne,Mildura,Melbourne,Regional Express,2021-05-01,82.0,82,0.0,75.0,70.0,7.0,12.0
Port Lincoln-Adelaide,Port Lincoln,Adelaide,Regional Express,2021-05-01,162.0,162,0.0,141.0,138.0,21.0,24.0
Port Macquarie-Sydney,Port Macquarie,Sydney,Regional Express,2021-05-01,79.0,79,0.0,74.0,67.0,5.0,12.0
Sydney-Albury,Sydney,Albury,Regional Express,2021-05-01,53.0,53,0.0,44.0,45.0,9.0,8.0
Sydney-Armidale,Sydney,Armidale,Regional Express,2021-05-01,52.0,52,0.0,36.0,34.0,16.0,18.0
Sydney-Ballina,Sydney,Ballina,Regional Express,2021-05-01,9.0,9,0.0,8.0,8.0,1.0,1.0
Sydney-Canberra,Sydney,Canberra,Regional Express,2021-05-01,196.0,190,6.0,150.0,133.0,40.0,57.0
Sydney-Coffs Harbour,Sydney,Coffs Harbour,Regional Express,2021-05-01,84.0,84,0.0,76.0,79.0,8.0,5.0
Sydney-Dubbo,Sydney,Dubbo,Regional Express,2021-05-01,80.0,80,0.0,60.0,66.0,20.0,14.0
Sydney-Gold Coast,Sydney,Gold Coast,Regional Express,2021-05-01,62.0,62,0.0,54.0,51.0,8.0,11.0
Sydney-Melbourne,Sydney,Melbourne,Regional Express,2021-05-01,151.0,139,12.0,124.0,121.0,15.0,18.0
Sydney-Port Macquarie,Sydney,Port Macquarie,Regional Express,2021-05-01,78.0,78,0.0,69.0,72.0,9.0,6.0
Sydney-Wagga Wagga,Sydney,Wagga Wagga,Regional Express,2021-05-01,58.0,58,0.0,51.0,52.0,7.0,6.0
Townsville-Cairns,Townsville,Cairns,Regional Express,2021-05-01,13.0,13,0.0,12.0,12.0,1.0,1.0
Wagga Wagga-Sydney,Wagga Wagga,Sydney,Regional Express,2021-05-01,58.0,58,0.0,53.0,49.0,5.0,9.0
Adelaide-Alice Springs,Adelaide,Alice Springs,Virgin Australia,2021-05-01,13.0,13,0.0,13.0,13.0,0.0,0.0
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,2021-05-01,110.0,107,3.0,87.0,93.0,20.0,14.0
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,2021-05-01,26.0,26,0.0,23.0,24.0,3.0,2.0
Adelaide-Gold Coast,Adelaide,Gold Coast,Virgin Australia,2021-05-01,31.0,31,0.0,28.0,29.0,3.0,2.0
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,2021-05-01,206.0,179,27.0,145.0,152.0,34.0,27.0
Adelaide-Perth,Adelaide,Perth,Virgin Australia,2021-05-01,38.0,38,0.0,35.0,36.0,3.0,2.0
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,2021-05-01,127.0,125,2.0,109.0,102.0,16.0,23.0
Alice Springs-Adelaide,Alice Springs,Adelaide,Virgin Australia,2021-05-01,13.0,13,0.0,12.0,13.0,1.0,0.0
Ballina-Sydney,Ballina,Sydney,Virgin Australia,2021-05-01,56.0,56,0.0,48.0,48.0,8.0,8.0
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,2021-05-01,110.0,106,4.0,80.0,94.0,26.0,12.0
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,2021-05-01,131.0,131,0.0,97.0,102.0,34.0,29.0
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,2021-05-01,78.0,78,0.0,59.0,63.0,19.0,15.0
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,2021-05-01,39.0,39,0.0,30.0,34.0,9.0,5.0
Brisbane-Emerald,Brisbane,Emerald,Virgin Australia,2021-05-01,26.0,26,0.0,25.0,25.0,1.0,1.0
Brisbane-Gladstone,Brisbane,Gladstone,Virgin Australia,2021-05-01,52.0,52,0.0,47.0,47.0,5.0,5.0
Brisbane-Hamilton Island,Brisbane,Hamilton Island,Virgin Australia,2021-05-01,37.0,37,0.0,32.0,35.0,5.0,2.0
Brisbane-Hobart,Brisbane,Hobart,Virgin Australia,2021-05-01,33.0,33,0.0,29.0,30.0,4.0,3.0
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,2021-05-01,87.0,87,0.0,57.0,67.0,30.0,20.0
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2021-05-01,271.0,238,33.0,174.0,189.0,64.0,49.0
Brisbane-Mount Isa,Brisbane,Mount Isa,Virgin Australia,2021-05-01,13.0,13,0.0,13.0,13.0,0.0,0.0
Brisbane-Newcastle,Brisbane,Newcastle,Virgin Australia,2021-05-01,56.0,56,0.0,46.0,48.0,10.0,8.0
Brisbane-Perth,Brisbane,Perth,Virgin Australia,2021-05-01,68.0,67,1.0,42.0,55.0,25.0,12.0
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,2021-05-01,33.0,33,0.0,29.0,30.0,4.0,3.0
Brisbane-Rockhampton,Brisbane,Rockhampton,Virgin Australia,2021-05-01,89.0,89,0.0,71.0,68.0,18.0,21.0
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2021-05-01,346.0,328,18.0,273.0,280.0,55.0,48.0
Brisbane-Townsville,Brisbane,Townsville,Virgin Australia,2021-05-01,87.0,86,1.0,63.0,69.0,23.0,17.0
Broome-Perth,Broome,Perth,Virgin Australia,2021-05-01,23.0,23,0.0,9.0,20.0,14.0,3.0
Cairns-Brisbane,Cairns,Brisbane,Virgin Australia,2021-05-01,131.0,131,0.0,108.0,116.0,23.0,15.0
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,2021-05-01,36.0,35,1.0,29.0,26.0,6.0,9.0
Cairns-Sydney,Cairns,Sydney,Virgin Australia,2021-05-01,48.0,44,4.0,40.0,42.0,4.0,2.0
Canberra-Adelaide,Canberra,Adelaide,Virgin Australia,2021-05-01,26.0,26,0.0,19.0,20.0,7.0,6.0
Canberra-Brisbane,Canberra,Brisbane,Virgin Australia,2021-05-01,78.0,78,0.0,61.0,64.0,17.0,14.0
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,2021-05-01,82.0,77,5.0,67.0,66.0,10.0,11.0
Darwin-Brisbane,Darwin,Brisbane,Virgin Australia,2021-05-01,40.0,40,0.0,28.0,35.0,12.0,5.0
Darwin-Perth,Darwin,Perth,Virgin Australia,2021-05-01,11.0,11,0.0,9.0,10.0,2.0,1.0
Emerald-Brisbane,Emerald,Brisbane,Virgin Australia,2021-05-01,26.0,26,0.0,23.0,23.0,3.0,3.0
Gladstone-Brisbane,Gladstone,Brisbane,Virgin Australia,2021-05-01,52.0,52,0.0,47.0,45.0,5.0,7.0
Gold Coast-Adelaide,Gold Coast,Adelaide,Virgin Australia,2021-05-01,31.0,31,0.0,26.0,26.0,5.0,5.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Virgin Australia,2021-05-01,216.0,200,16.0,154.0,175.0,46.0,25.0
Gold Coast-Sydney,Gold Coast,Sydney,Virgin Australia,2021-05-01,239.0,236,3.0,203.0,213.0,33.0,23.0
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Virgin Australia,2021-05-01,37.0,37,0.0,33.0,33.0,4.0,4.0
Hamilton Island-Sydney,Hamilton Island,Sydney,Virgin Australia,2021-05-01,31.0,31,0.0,24.0,23.0,7.0,8.0
Hobart-Brisbane,Hobart,Brisbane,Virgin Australia,2021-05-01,33.0,33,0.0,26.0,26.0,7.0,7.0
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,2021-05-01,86.0,80,6.0,69.0,64.0,11.0,16.0
Hobart-Sydney,Hobart,Sydney,Virgin Australia,2021-05-01,50.0,49,1.0,46.0,45.0,3.0,4.0
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia,2021-05-01,21.0,21,0.0,8.0,15.0,13.0,6.0
Karratha-Perth,Karratha,Perth,Virgin Australia,2021-05-01,33.0,33,0.0,25.0,28.0,8.0,5.0
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,2021-05-01,72.0,67,5.0,59.0,57.0,8.0,10.0
Launceston-Sydney,Launceston,Sydney,Virgin Australia,2021-05-01,23.0,23,0.0,19.0,18.0,4.0,5.0
Mackay-Brisbane,Mackay,Brisbane,Virgin Australia,2021-05-01,87.0,87,0.0,68.0,77.0,19.0,10.0
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia,2021-05-01,206.0,179,27.0,146.0,150.0,33.0,29.0
Melbourne-Brisbane,Melbourne,Brisbane,Virgin Australia,2021-05-01,268.0,238,30.0,195.0,193.0,43.0,45.0
Melbourne-Cairns,Melbourne,Cairns,Virgin Australia,2021-05-01,36.0,35,1.0,30.0,31.0,5.0,4.0
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia,2021-05-01,82.0,76,6.0,62.0,63.0,14.0,13.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Virgin Australia,2021-05-01,217.0,200,17.0,161.0,166.0,39.0,34.0
Melbourne-Hobart,Melbourne,Hobart,Virgin Australia,2021-05-01,86.0,79,7.0,64.0,64.0,15.0,15.0
Melbourne-Launceston,Melbourne,Launceston,Virgin Australia,2021-05-01,72.0,66,6.0,55.0,50.0,11.0,16.0
Melbourne-Newcastle,Melbourne,Newcastle,Virgin Australia,2021-05-01,26.0,26,0.0,25.0,25.0,1.0,1.0
Melbourne-Perth,Melbourne,Perth,Virgin Australia,2021-05-01,119.0,98,21.0,74.0,79.0,24.0,19.0
